County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0048604
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 1b FOOD SAFETY CERTIFICATION
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 6 HANDWASHING FACILITIES
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 21 HOT AND COLD WATER SUPPLY
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 30a FOOD STORED IN APPROVED LOCATION
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 34 WAREWASHING FACILITIES AND TESTING METHODS
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0048604,SACRAMENTO KOREAN PRESBYTERIAN CH,SACRAMENTO KOREAN PRESBYTERTIAN CHURCH,9924 MILLS STATION RD,Sacramento,95827,"# 44e VERMIN AND ANIMAL EXCLUSION
"
