County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0012805
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 1b FOOD SAFETY CERTIFICATION
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 4 EATING, DRINKING, OR TOBACCO USE
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 5a HANDWASHING PROCEDURES
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 6 HANDWASHING FACILITIES
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 13 FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 32a FOOD PRESENTATION AND LABELING
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0012805,RED SEA FOOD MARKET,MAMCO TRADING CO,6968 65TH ST STE H,Sacramento,95823,"# 44e VERMIN AND ANIMAL EXCLUSION
"
