County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0030764
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 30b FOOD CONTAINERS LABELED
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 31 CONSUMER SELF-SERVICE OPERATIONS
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 44d EMPLOYEE PERSONAL ITEMS
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0030764,CHINA EXPRESS QH INC,CHINA EXPRESS QH INC,7386 STOCKTON BLVD STE A,Sacramento,95823,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
