County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0003298
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 5a HANDWASHING PROCEDURES
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 6 HANDWASHING FACILITIES
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 25 PERSONAL CLEANLINESS AND HAIR RESTRAINT
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 34 WAREWASHING FACILITIES AND TESTING METHODS
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 41 PLUMBING FIXTURES AND BACKFLOW PREVENTION
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 44d EMPLOYEE PERSONAL ITEMS
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 44e VERMIN AND ANIMAL EXCLUSION
"
FA0003298,BIG BOWL CHINESE AND FUSION,SIMON WONG & CANDICE LEE,9679 FOLSOM BLVD,Sacramento,95827,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
