County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0048496
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 6 HANDWASHING FACILITIES
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 1a DEMONSTRATION OF KNOWLEDGE
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 1b FOOD SAFETY CERTIFICATION
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 1c FOOD HANDLER CARDS
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 4 EATING, DRINKING, OR TOBACCO USE
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 5a HANDWASHING PROCEDURES
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 14a FOOD CONTACT SURFACES CLEANED AND SANITIZED
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 26 THAWING METHODS
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 29 IDENTIFICATION AND STORAGE OF TOXIC SUBSTANCES
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 30b FOOD CONTAINERS LABELED
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 31 CONSUMER SELF-SERVICE OPERATIONS
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 34 WAREWASHING FACILITIES AND TESTING METHODS
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 38 VENTILATION AND LIGHTING
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 44b APPROPRIATE USE OF EQUIPMENT
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
FA0048496,FREEPORT SUPER MARKET,TIAN YI FENG,5008 FREEPORT BLVD,Sacramento,95822,"# 47a SIGNS POSTED AS REQUIRED
"
