County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0006172
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 1a DEMONSTRATION OF KNOWLEDGE
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 1b FOOD SAFETY CERTIFICATION
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 1c FOOD HANDLER CARDS
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 6 HANDWASHING FACILITIES
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 9 COOLING METHODS
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 13 FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 14a FOOD CONTACT SURFACES CLEANED AND SANITIZED
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 23 VERMIN AND ANIMAL CONTAMINATION
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 36 EQUIPMENT STORED IN APPROVED LOCATION
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0006172,WONDERFUL CHINESE RESTAURANT,PHUONG CHUNG,9163 E STOCKTON BLVD 300,Elk Grove,95624,"# 44d EMPLOYEE PERSONAL ITEMS
"
