County of Sacramento
Retail Food Facility Official Inspection Report
""
FA0017198
""
report_id,facility_name,permit_holder,address,city,zip_code,violation
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 7 HOT AND COLD HOLDING TEMPERATURES
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 1a DEMONSTRATION OF KNOWLEDGE
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 13 FOOD IN GOOD CONDITION, SAFE, AND UNADULTERATED
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 26 THAWING METHODS
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 27 FOOD PROTECTED FROM CONTAMINATION
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 30a FOOD STORED IN APPROVED LOCATION
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 33 NONFOOD-CONTACT SURFACES CLEAN
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 35 EQUIPMENT APPROVED AND MAINTAINED
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 38 VENTILATION AND LIGHTING
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 39 TEMPERATURE MEASURING DEVICES
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 40 WIPING CLOTHS STORAGE AND USE
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 42 GARBAGE AND REFUSE DISPOSAL
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 43 RESTROOMS MAINTAINED, SUPPLIED, AND ACCESSIBLE
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 45 FLOOR, WALL, AND CEILING FINISHES
"
FA0017198,SABAIDEE THAI GRILLE,NOOR DYTHAVON,8055 ELK GROVE-FLORIN RD STE F,Sacramento,95829,"# 47a SIGNS POSTED AS REQUIRED
"
