business_name,date,score,result,description,type
FA0007992,20151019,,PASS,,routine
FA0008016,20151228,,PASS,,routine
FA0008019,20160125,,PASS,,routine
FA0008039,20151123,,PASS,,routine
FA0008047,20151019,,PASS,,routine
FA0011082,20151221,,PASS,,routine
FA0011082,20151221,,PASS,,routine
FA0012274,20160121,,PASS,,routine
FA0012453,20151124,,PASS,,routine
FA0012562,20160208,,PASS,,routine
FA0012574,20160108,,PASS,,routine
FA0012578,20151201,,PASS,,routine
FA0012579,20151210,,PASS,,routine
FA0012588,20160126,,PASS,,routine
FA0012598,20151222,,PASS,,routine
FA0012625,20151105,,PASS,,routine
FA0012713,20151124,,PASS,,routine
FA0012720,20151201,,PASS,,routine
FA0012738,20160104,,PASS,,routine
FA0012751,20160115,,PASS,,routine
FA0012802,20151007,,PASS,,routine
FA0012802,20151007,,PASS,,routine
FA0012808,20160204,,PASS,,routine
FA0012813,20150923,,PASS,,routine
FA0012917,20160203,,PASS,,routine
FA0013001,20151013,,PASS,,routine
FA0013015,20151120,,PASS,,routine
FA0013042,20160127,,PASS,,routine
FA0013068,20160115,,PASS,,routine
FA0013134,20160122,,PASS,,routine
FA0013147,20151218,,PASS,,routine
FA0013185,20151105,,PASS,,routine
FA0013212,20151007,,PASS,,routine
FA0013277,20160210,,PASS,,routine
FA0013280,20151221,,PASS,,routine
FA0013313,20160112,,PASS,,routine
FA0013397,20160119,,PASS,,routine
FA0013421,20160122,,PASS,,routine
FA0013434,20160126,,PASS,,routine
FA0013546,20151218,,PASS,,routine
FA0013560,20160208,,PASS,,routine
FA0013573,20160125,,PASS,,routine
FA0013575,20151117,,PASS,,routine
FA0013599,20160120,,PASS,,routine
FA0013613,20151002,,PASS,,routine
FA0013621,20151123,,PASS,,routine
FA0013743,20160127,,PASS,,routine
FA0013785,20160108,,PASS,,routine
FA0013786,20160210,,PASS,,routine
FA0013789,20151120,,PASS,,routine
FA0013823,20151209,,PASS,,routine
FA0013827,20151223,,PASS,,routine
FA0013830,20151006,,PASS,,routine
FA0013852,20151215,,PASS,,routine
FA0013858,20151024,,PASS,,routine
FA0013868,20151207,,PASS,,routine
FA0013895,20151218,,PASS,,routine
FA0013902,20151024,,PASS,,routine
FA0013906,20160205,,PASS,,routine
FA0013956,20151007,,PASS,,routine
FA0013964,20160119,,PASS,,routine
FA0013981,20151218,,PASS,,routine
FA0014056,20151216,,PASS,,routine
FA0014084,20160127,,PASS,,routine
FA0014105,20160128,,PASS,,routine
FA0014110,20160114,,PASS,,routine
FA0014186,20160126,,PASS,,routine
FA0014204,20160127,,PASS,,routine
FA0014209,20160203,,PASS,,routine
FA0014212,20151009,,PASS,,routine
FA0014212,20151009,,PASS,,routine
FA0014243,20151117,,PASS,,routine
FA0014245,20160107,,PASS,,routine
FA0014255,20151130,,PASS,,routine
FA0014348,20151202,,PASS,,routine
FA0014375,20151006,,PASS,,routine
FA0014375,20151006,,PASS,,routine
FA0014376,20151207,,PASS,,routine
FA0014390,20151216,,PASS,,routine
FA0014391,20151109,,PASS,,routine
FA0014393,20160108,,PASS,,routine
FA0014409,20160108,,PASS,,routine
FA0014420,20151214,,PASS,,routine
FA0014433,20160127,,PASS,,routine
FA0014450,20151202,,PASS,,routine
FA0014468,20151118,,PASS,,routine
FA0014484,20151113,,PASS,,routine
FA0014513,20160201,,PASS,,routine
FA0014517,20151124,,PASS,,routine
FA0014542,20160201,,PASS,,routine
FA0014617,20151228,,PASS,,routine
FA0014622,20151222,,PASS,,routine
FA0014635,20151028,,PASS,,routine
FA0014682,20151221,,PASS,,routine
FA0014696,20151229,,PASS,,routine
FA0014723,20151103,,PASS,,routine
FA0014745,20160104,,PASS,,routine
FA0014793,20160104,,PASS,,routine
FA0014796,20151204,,PASS,,routine
FA0014806,20160203,,PASS,,routine
FA0014809,20160122,,PASS,,routine
FA0014810,20151123,,PASS,,routine
FA0014812,20151123,,PASS,,routine
FA0014816,20160201,,PASS,,routine
FA0014866,20151202,,PASS,,routine
FA0014893,20151117,,PASS,,routine
FA0014895,20160210,,PASS,,routine
FA0014901,20160112,,PASS,,routine
FA0014906,20151020,,PASS,,routine
FA0014915,20160204,,PASS,,routine
FA0015077,20160121,,PASS,,routine
FA0015082,20151201,,PASS,,routine
FA0015136,20160111,,PASS,,routine
FA0015167,20151001,,PASS,,routine
FA0015167,20151001,,PASS,,routine
FA0015167,20151001,,PASS,,routine
FA0015239,20160210,,PASS,,routine
FA0015268,20151117,,PASS,,routine
FA0015297,20151124,,PASS,,routine
FA0015380,20151207,,PASS,,routine
FA0015387,20151208,,PASS,,routine
FA0015387,20151208,,PASS,,routine
FA0015417,20160105,,PASS,,routine
FA0015535,20151207,,PASS,,routine
FA0015596,20151104,,PASS,,routine
FA0015604,20151124,,PASS,,routine
FA0015681,20160125,,PASS,,routine
FA0015708,20160115,,PASS,,routine
FA0015712,20160104,,PASS,,routine
FA0016064,20160112,,PASS,,routine
FA0016262,20151124,,PASS,,routine
FA0016289,20160202,,PASS,,routine
FA0016302,20160210,,PASS,,routine
FA0016322,20160203,,PASS,,routine
FA0016501,20151001,,PASS,,routine
FA0016533,20160111,,PASS,,routine
FA0016536,20151201,,PASS,,routine
FA0016541,20151221,,PASS,,routine
FA0016572,20151123,,PASS,,routine
FA0016581,20151112,,PASS,,routine
FA0016604,20160204,,PASS,,routine
FA0016634,20160122,,PASS,,routine
FA0016636,20150805,,PASS,,routine
FA0016638,20160108,,PASS,,routine
FA0016639,20160125,,PASS,,routine
FA0016640,20160111,,PASS,,routine
FA0016655,20151209,,PASS,,routine
FA0016692,20151118,,PASS,,routine
FA0016702,20151109,,PASS,,routine
FA0016710,20150825,,PASS,,routine
FA0016713,20151228,,PASS,,routine
FA0016715,20160129,,PASS,,routine
FA0016729,20160114,,PASS,,routine
FA0016754,20151210,,PASS,,routine
FA0016754,20151210,,PASS,,routine
FA0016814,20151123,,PASS,,routine
FA0016885,20160105,,PASS,,routine
FA0016885,20160105,,PASS,,routine
FA0016903,20151117,,PASS,,routine
FA0016915,20151214,,PASS,,routine
FA0016935,20160105,,PASS,,routine
FA0016961,20151210,,PASS,,routine
FA0016978,20160105,,PASS,,routine
FA0016984,20151120,,PASS,,routine
FA0016984,20151120,,PASS,,routine
FA0016985,20151207,,PASS,,routine
FA0016991,20160129,,PASS,,routine
FA0016991,20160129,,PASS,,routine
FA0016996,20160113,,PASS,,routine
FA0017008,20160105,,PASS,,routine
FA0017009,20160125,,PASS,,routine
FA0017027,20160208,,PASS,,routine
FA0017028,20160108,,PASS,,routine
FA0017073,20160127,,PASS,,routine
FA0017112,20160201,,PASS,,routine
FA0017115,20151016,,PASS,,routine
FA0017137,20151124,,PASS,,routine
FA0017148,20151210,,PASS,,routine
FA0017164,20151210,,PASS,,routine
FA0017167,20160106,,PASS,,routine
FA0017169,20160108,,PASS,,routine
FA0017243,20151202,,PASS,,routine
FA0017244,20151118,,PASS,,routine
FA0017249,20160129,,PASS,,routine
FA0017258,20160111,,PASS,,routine
FA0017270,20151020,,PASS,,routine
FA0017290,20151215,,PASS,,routine
FA0017296,20160104,,PASS,,routine
FA0017322,20151210,,PASS,,routine
FA0017336,20151105,,PASS,,routine
FA0017340,20160115,,PASS,,routine
FA0017399,20151207,,PASS,,routine
FA0017452,20160112,,PASS,,routine
FA0017503,20151109,,PASS,,routine
FA0017537,20151210,,PASS,,routine
FA0017540,20151208,,PASS,,routine
FA0017564,20151207,,PASS,,routine
FA0017646,20160108,,PASS,,routine
FA0017762,20160210,,PASS,,routine
FA0017763,20160109,,PASS,,routine
FA0017772,20160114,,PASS,,routine
FA0017783,20160107,,PASS,,routine
FA0017786,20160115,,PASS,,routine
FA0017825,20160104,,PASS,,routine
FA0017828,20160127,,PASS,,routine
FA0017838,20151030,,PASS,,routine
FA0017985,20151204,,PASS,,routine
FA0018015,20151202,,PASS,,routine
FA0018052,20151103,,PASS,,routine
FA0018105,20151124,,PASS,,routine
FA0018126,20160125,,PASS,,routine
FA0018167,20151014,,PASS,,routine
FA0018170,20160107,,PASS,,routine
FA0018174,20151124,,PASS,,routine
FA0018188,20151221,,PASS,,routine
FA0018248,20150821,,PASS,,routine
FA0018333,20151027,,PASS,,routine
FA0018389,20151116,,PASS,,routine
FA0018415,20151221,,PASS,,routine
FA0018427,20151014,,PASS,,routine
FA0018545,20100224,,PASS,,routine
FA0018567,20160209,,PASS,,routine
FA0018608,20151031,,PASS,,routine
FA0018608,20151031,,PASS,,routine
FA0018609,20151118,,PASS,,routine
FA0018669,20151124,,PASS,,routine
FA0018729,20160111,,PASS,,routine
FA0018776,20160209,,PASS,,routine
FA0018823,20151104,,PASS,,routine
FA0018830,20151020,,PASS,,routine
FA0018831,20151228,,PASS,,routine
FA0018832,20160209,,PASS,,routine
FA0018883,20151228,,PASS,,routine
FA0018917,20151216,,PASS,,routine
FA0018918,20151020,,PASS,,routine
FA0018922,20151118,,PASS,,routine
FA0018927,20151202,,PASS,,routine
FA0018965,20151015,,PASS,,routine
FA0019022,20160113,,PASS,,routine
FA0019042,20160208,,PASS,,routine
FA0019049,20150706,,PASS,,routine
FA0019084,20160127,,PASS,,routine
FA0019084,20160127,,PASS,,routine
FA0019084,20160126,,PASS,,routine
FA0019133,20151130,,PASS,,routine
FA0019182,20160125,,PASS,,routine
FA0019284,20160118,,PASS,,routine
FA0019290,20151117,,PASS,,routine
FA0019319,20151005,,PASS,,routine
FA0019323,20151217,,PASS,,routine
FA0019351,20160108,,PASS,,routine
FA0019406,20151109,,PASS,,routine
FA0019457,20160122,,PASS,,routine
FA0019464,20160108,,PASS,,routine
FA0019487,20151230,,PASS,,routine
FA0019508,20151208,,PASS,,routine
FA0019512,20151210,,PASS,,routine
FA0019536,20151207,,PASS,,routine
FA0019537,20160106,,PASS,,routine
FA0019539,20160205,,PASS,,routine
FA0019540,20151223,,PASS,,routine
FA0019575,20151015,,PASS,,routine
FA0019585,20150911,,PASS,,routine
FA0019585,20160209,,PASS,,routine
FA0019595,20160129,,PASS,,routine
FA0019677,20160210,,PASS,,routine
FA0019728,20151019,,PASS,,routine
FA0019763,20151202,,PASS,,routine
FA0019764,20160126,,PASS,,routine
FA0019765,20151029,,PASS,,routine
FA0019767,20160104,,PASS,,routine
FA0019784,20160120,,PASS,,routine
FA0019934,20151110,,PASS,,routine
FA0019936,20151209,,PASS,,routine
FA0019938,20151209,,PASS,,routine
FA0019939,20160112,,PASS,,routine
FA0019958,20160125,,PASS,,routine
FA0019970,20151105,,PASS,,routine
FA0020095,20151019,,PASS,,routine
FA0020110,20160107,,PASS,,routine
FA0020111,20151203,,PASS,,routine
FA0020147,20151230,,PASS,,routine
FA0020267,20151215,,PASS,,routine
FA0020306,20160122,,PASS,,routine
FA0028439,20151202,,PASS,,routine
FA0028443,20151222,,PASS,,routine
FA0028484,20160126,,PASS,,routine
FA0028512,20151118,,PASS,,routine
FA0028517,20151210,,PASS,,routine
FA0028528,20151026,,PASS,,routine
FA0028543,20151113,,PASS,,routine
FA0028577,20151105,,PASS,,routine
FA0028615,20150923,,PASS,,routine
FA0028622,20151014,,PASS,,routine
FA0028654,20160107,,PASS,,routine
FA0028662,20151002,,PASS,,routine
FA0028701,20151110,,PASS,,routine
FA0028711,20160201,,PASS,,routine
FA0028822,20160107,,PASS,,routine
FA0028824,20151203,,PASS,,routine
FA0028842,20151203,,PASS,,routine
FA0028856,20151027,,PASS,,routine
FA0029040,20151019,,PASS,,routine
FA0029172,20151209,,PASS,,routine
FA0029257,20160203,,PASS,,routine
FA0029400,20151109,,PASS,,routine
FA0029507,20160209,,PASS,,routine
FA0029552,20160112,,PASS,,routine
FA0029701,20150930,,PASS,,routine
FA0029702,20160111,,PASS,,routine
FA0029702,20160111,,PASS,,routine
FA0029704,20160128,,PASS,,routine
FA0029706,20151216,,PASS,,routine
FA0029708,20151001,,PASS,,routine
FA0029712,20151112,,PASS,,routine
FA0029716,20160209,,PASS,,routine
FA0029718,20151230,,PASS,,routine
FA0029725,20151228,,PASS,,routine
FA0029729,20151217,,PASS,,routine
FA0029735,20151215,,PASS,,routine
FA0029737,20160210,,PASS,,routine
FA0029738,20151020,,PASS,,routine
FA0029771,20151110,,PASS,,routine
FA0029794,20160205,,PASS,,routine
FA0029803,20160210,,PASS,,routine
FA0029808,20151223,,PASS,,routine
FA0029811,20150928,,PASS,,routine
FA0029842,20151223,,PASS,,routine
FA0029844,20160112,,PASS,,routine
FA0029849,20160210,,PASS,,routine
FA0029854,20160115,,PASS,,routine
FA0029882,20160122,,PASS,,routine
FA0029909,20151222,,PASS,,routine
FA0030061,20151228,,PASS,,routine
FA0030106,20160202,,PASS,,routine
FA0030168,20160204,,PASS,,routine
FA0030204,20151222,,PASS,,routine
FA0030205,20151119,,PASS,,routine
FA0030233,20151217,,PASS,,routine
FA0030234,20151209,,PASS,,routine
FA0030261,20151119,,PASS,,routine
FA0030283,20160209,,PASS,,routine
FA0030286,20151109,,PASS,,routine
FA0030384,20160126,,PASS,,routine
FA0030487,20151113,,PASS,,routine
FA0030574,20151014,,PASS,,routine
FA0030699,20151210,,PASS,,routine
FA0030701,20151207,,PASS,,routine
FA0030725,20160112,,PASS,,routine
FA0030749,20151208,,PASS,,routine
FA0030763,20160108,,PASS,,routine
FA0030793,20151105,,PASS,,routine
FA0030798,20151124,,PASS,,routine
FA0030799,20160107,,PASS,,routine
FA0030800,20150810,,PASS,,routine
FA0030805,20151216,,PASS,,routine
FA0030812,20160126,,PASS,,routine
FA0030835,20160108,,PASS,,routine
FA0030864,20151007,,PASS,,routine
FA0030879,20160129,,PASS,,routine
FA0030910,20160115,,PASS,,routine
FA0030913,20160112,,PASS,,routine
FA0030918,20160210,,PASS,,routine
FA0030936,20150925,,PASS,,routine
FA0030947,20151123,,PASS,,routine
FA0030957,20160121,,PASS,,routine
FA0031004,20160129,,PASS,,routine
FA0031009,20160208,,PASS,,routine
FA0031040,20151202,,PASS,,routine
FA0031041,20160112,,PASS,,routine
FA0031125,20160121,,PASS,,routine
FA0031152,20160120,,PASS,,routine
FA0031164,20151228,,PASS,,routine
FA0031167,20151007,,PASS,,routine
FA0031191,20160210,,PASS,,routine
FA0031218,20160210,,PASS,,routine
FA0031283,20160114,,PASS,,routine
FA0031289,20081021,,PASS,,routine
FA0031303,20151229,,PASS,,routine
FA0031305,20151030,,PASS,,routine
FA0031314,20160104,,PASS,,routine
FA0031323,20151218,,PASS,,routine
FA0031440,20150930,,PASS,,routine
FA0031443,20160203,,PASS,,routine
FA0031449,20151217,,PASS,,routine
FA0031450,20151107,,PASS,,routine
FA0031453,20151230,,PASS,,routine
FA0031561,20151222,,PASS,,routine
FA0031574,20151221,,PASS,,routine
FA0031591,20151124,,PASS,,routine
FA0031613,20160118,,PASS,,routine
FA0031616,20160205,,PASS,,routine
FA0031622,20151024,,PASS,,routine
FA0031632,20151106,,PASS,,routine
FA0031645,20151230,,PASS,,routine
FA0031693,20151201,,PASS,,routine
FA0031759,20151006,,PASS,,routine
FA0031760,20160104,,PASS,,routine
FA0031805,20151216,,PASS,,routine
FA0031887,20151223,,PASS,,routine
FA0031889,20160108,,PASS,,routine
FA0031890,20160120,,PASS,,routine
FA0031892,20160202,,PASS,,routine
FA0031893,20160115,,PASS,,routine
FA0031908,20160118,,PASS,,routine
FA0031925,20151123,,PASS,,routine
FA0031926,20151023,,PASS,,routine
FA0031929,20151204,,PASS,,routine
FA0031933,20151210,,PASS,,routine
FA0031964,20151215,,PASS,,routine
FA0031979,20160108,,PASS,,routine
FA0031985,20160208,,PASS,,routine
FA0031988,20160107,,PASS,,routine
FA0031989,20151109,,PASS,,routine
FA0031990,20151214,,PASS,,routine
FA0031992,20151005,,PASS,,routine
FA0031994,20151218,,PASS,,routine
FA0031995,20160208,,PASS,,routine
FA0032071,20151216,,PASS,,routine
FA0032074,20151229,,PASS,,routine
FA0032077,20151216,,PASS,,routine
FA0032079,20151208,,PASS,,routine
FA0032106,20151110,,PASS,,routine
FA0032108,20151222,,PASS,,routine
FA0032109,20160104,,PASS,,routine
FA0032110,20151026,,PASS,,routine
FA0032116,20151201,,PASS,,routine
FA0032117,20151120,,PASS,,routine
FA0032119,20160209,,PASS,,routine
FA0032120,20160125,,PASS,,routine
FA0032121,20160127,,PASS,,routine
FA0032123,20160202,,PASS,,routine
FA0032125,20151221,,PASS,,routine
FA0032126,20151124,,PASS,,routine
FA0032196,20160115,,PASS,,routine
FA0032201,20160205,,PASS,,routine
FA0032208,20151109,,PASS,,routine
FA0032308,20160204,,PASS,,routine
FA0032310,20151230,,PASS,,routine
FA0032312,20160106,,PASS,,routine
FA0032343,20160111,,PASS,,routine
FA0032345,20151223,,PASS,,routine
FA0032346,20160129,,PASS,,routine
FA0032349,20151215,,PASS,,routine
FA0032351,20160111,,PASS,,routine
FA0032352,20151113,,PASS,,routine
FA0032353,20151124,,PASS,,routine
FA0032354,20160127,,PASS,,routine
FA0032355,20160104,,PASS,,routine
FA0032359,20160201,,PASS,,routine
FA0032361,20151216,,PASS,,routine
FA0032362,20151124,,PASS,,routine
FA0032363,20151021,,PASS,,routine
FA0032365,20160203,,PASS,,routine
FA0032369,20160121,,PASS,,routine
FA0032370,20151210,,PASS,,routine
FA0032373,20151215,,PASS,,routine
FA0032374,20160125,,PASS,,routine
FA0032375,20150508,,PASS,,routine
FA0032377,20160126,,PASS,,routine
FA0032385,20160104,,PASS,,routine
FA0032386,20151210,,PASS,,routine
FA0032396,20151116,,PASS,,routine
FA0032397,20151221,,PASS,,routine
FA0032401,20160203,,PASS,,routine
FA0032402,20151021,,PASS,,routine
FA0032404,20151201,,PASS,,routine
FA0032407,20160203,,PASS,,routine
FA0032408,20150904,,PASS,,routine
FA0032409,20151214,,PASS,,routine
FA0032410,20151207,,PASS,,routine
FA0032411,20160104,,PASS,,routine
FA0032412,20160108,,PASS,,routine
FA0032519,20160113,,PASS,,routine
FA0032536,20160104,,PASS,,routine
FA0032572,20151027,,PASS,,routine
FA0032585,20151221,,PASS,,routine
FA0032610,20160112,,PASS,,routine
FA0032676,20151218,,PASS,,routine
FA0032704,20160205,,PASS,,routine
FA0032846,20151208,,PASS,,routine
FA0037470,20160111,,PASS,,routine
FA0039977,20160201,,PASS,,routine
FA0039996,20160208,,PASS,,routine
FA0040030,20160112,,PASS,,routine
FA0040037,20151110,,PASS,,routine
FA0040066,20160205,,PASS,,routine
FA0040067,20160112,,PASS,,routine
FA0040126,20151027,,PASS,,routine
FA0040145,20151201,,PASS,,routine
FA0040154,20151110,,PASS,,routine
FA0040242,20151203,,PASS,,routine
FA0040396,20151230,,PASS,,routine
FA0040505,20160114,,PASS,,routine
FA0040508,20151109,,PASS,,routine
FA0040511,20151007,,PASS,,routine
FA0040519,20151112,,PASS,,routine
FA0040616,20160208,,PASS,,routine
FA0040619,20151209,,PASS,,routine
FA0040623,20160203,,PASS,,routine
FA0040630,20151002,,PASS,,routine
FA0040633,20160105,,PASS,,routine
FA0040691,20160120,,PASS,,routine
FA0040699,20151105,,PASS,,routine
FA0040734,20151208,,PASS,,routine
FA0040816,20151028,,PASS,,routine
FA0040942,20151030,,PASS,,routine
FA0040946,20160201,,PASS,,routine
FA0041026,20160202,,PASS,,routine
FA0041038,20160209,,PASS,,routine
FA0041119,20160115,,PASS,,routine
FA0041275,20151015,,PASS,,routine
FA0041314,20160127,,PASS,,routine
FA0041320,20151229,,PASS,,routine
FA0041350,20151204,,PASS,,routine
FA0041415,20151030,,PASS,,routine
FA0041419,20151216,,PASS,,routine
FA0041445,20160127,,PASS,,routine
FA0041478,20160210,,PASS,,routine
FA0041572,20160202,,PASS,,routine
FA0041592,20151030,,PASS,,routine
FA0041620,20160202,,PASS,,routine
FA0041650,20151021,,PASS,,routine
FA0041662,20151207,,PASS,,routine
FA0041764,20151119,,PASS,,routine
FA0041767,20150924,,PASS,,routine
FA0041770,20151207,,PASS,,routine
FA0041840,20151201,,PASS,,routine
FA0041844,20160122,,PASS,,routine
FA0041846,20160122,,PASS,,routine
FA0041905,20160205,,PASS,,routine
FA0041977,20151020,,PASS,,routine
FA0042032,20151009,,PASS,,routine
FA0042033,20160125,,PASS,,routine
FA0042033,20160125,,PASS,,routine
FA0042034,20160125,,PASS,,routine
FA0042079,20150825,,PASS,,routine
FA0042083,20150914,,PASS,,routine
FA0042162,20151120,,PASS,,routine
FA0042228,20160205,,PASS,,routine
FA0042334,20151228,,PASS,,routine
FA0042357,20151102,,PASS,,routine
FA0042364,20151228,,PASS,,routine
FA0042379,20151223,,PASS,,routine
FA0042383,20151105,,PASS,,routine
FA0042384,20160114,,PASS,,routine
FA0042387,20160112,,PASS,,routine
FA0042516,20160204,,PASS,,routine
FA0042518,20151228,,PASS,,routine
FA0042527,20160104,,PASS,,routine
FA0042528,20160107,,PASS,,routine
FA0042727,20160112,,PASS,,routine
FA0042740,20151204,,PASS,,routine
FA0042761,20160107,,PASS,,routine
FA0042766,20160208,,PASS,,routine
FA0042783,20160115,,PASS,,routine
FA0042789,20151207,,PASS,,routine
FA0042813,20151210,,PASS,,routine
FA0042823,20151221,,PASS,,routine
FA0042828,20151222,,PASS,,routine
FA0042881,20151105,,PASS,,routine
FA0042882,20160113,,PASS,,routine
FA0042883,20160107,,PASS,,routine
FA0042885,20150612,,PASS,,routine
FA0043558,20151215,,PASS,,routine
FA0043560,20160209,,PASS,,routine
FA0043561,20160201,,PASS,,routine
FA0043817,20160126,,PASS,,routine
FA0043909,20151202,,PASS,,routine
FA0043942,20151207,,PASS,,routine
FA0043989,20160208,,PASS,,routine
FA0044078,20160203,,PASS,,routine
FA0044083,20151116,,PASS,,routine
FA0044148,20160202,,PASS,,routine
FA0044260,20160106,,PASS,,routine
FA0044263,20151214,,PASS,,routine
FA0044287,20151217,,PASS,,routine
FA0044354,20160105,,PASS,,routine
FA0044355,20160113,,PASS,,routine
FA0044427,20151215,,PASS,,routine
FA0044489,20151016,,PASS,,routine
FA0044513,20150921,,PASS,,routine
FA0044562,20160129,,PASS,,routine
FA0044582,20151229,,PASS,,routine
FA0044640,20151103,,PASS,,routine
FA0044643,20151116,,PASS,,routine
FA0044672,20151028,,PASS,,routine
FA0044700,20151105,,PASS,,routine
FA0044726,20160208,,PASS,,routine
FA0044911,20151202,,PASS,,routine
FA0044949,20160210,,PASS,,routine
FA0044968,20160201,,PASS,,routine
FA0044988,20160106,,PASS,,routine
FA0045076,20151203,,PASS,,routine
FA0045123,20151103,,PASS,,routine
FA0045123,20151103,,PASS,,routine
FA0045162,20151207,,PASS,,routine
FA0045232,20151109,,PASS,,routine
FA0045488,20160203,,PASS,,routine
FA0045591,20151113,,PASS,,routine
FA0045624,20151204,,PASS,,routine
FA0045629,20160126,,PASS,,routine
FA0045673,20160115,,PASS,,routine
FA0045717,20151118,,PASS,,routine
FA0045721,20151015,,PASS,,routine
FA0045724,20151202,,PASS,,routine
FA0045776,20151208,,PASS,,routine
FA0045834,20151201,,PASS,,routine
FA0045838,20160126,,PASS,,routine
FA0045933,20151005,,PASS,,routine
FA0045935,20151118,,PASS,,routine
FA0045942,20151120,,PASS,,routine
FA0045943,20160107,,PASS,,routine
FA0045950,20160122,,PASS,,routine
FA0045961,20151208,,PASS,,routine
FA0045992,20160119,,PASS,,routine
FA0046049,20160203,,PASS,,routine
FA0046062,20160112,,PASS,,routine
FA0046065,20151203,,PASS,,routine
FA0046065,20151203,,PASS,,routine
FA0046084,20151026,,PASS,,routine
FA0046111,20151105,,PASS,,routine
FA0046166,20151124,,PASS,,routine
FA0046169,20151211,,PASS,,routine
FA0046170,20160127,,PASS,,routine
FA0046189,20151124,,PASS,,routine
FA0046195,20151113,,PASS,,routine
FA0046212,20160126,,PASS,,routine
FA0046264,20151204,,PASS,,routine
FA0046349,20160106,,PASS,,routine
FA0046368,20160120,,PASS,,routine
FA0046402,20160202,,PASS,,routine
FA0046417,20151020,,PASS,,routine
FA0046417,20151020,,PASS,,routine
FA0046423,20151229,,PASS,,routine
FA0046514,20151209,,PASS,,routine
FA0046600,20160104,,PASS,,routine
FA0046640,20151215,,PASS,,routine
FA0046698,20151113,,PASS,,routine
FA0046733,20160113,,PASS,,routine
FA0046758,20150904,,PASS,,routine
FA0046792,20151218,,PASS,,routine
FA0046988,20160112,,PASS,,routine
FA0047090,20151208,,PASS,,routine
FA0047116,20151229,,PASS,,routine
FA0047120,20160119,,PASS,,routine
FA0047159,20151217,,PASS,,routine
FA0047163,20151106,,PASS,,routine
FA0047167,20151022,,PASS,,routine
FA0047332,20151208,,PASS,,routine
FA0047351,20151218,,PASS,,routine
FA0047352,20151130,,PASS,,routine
FA0047353,20160204,,PASS,,routine
FA0047354,20151201,,PASS,,routine
FA0047416,20160114,,PASS,,routine
FA0047511,20151218,,PASS,,routine
FA0047550,20160112,,PASS,,routine
FA0047612,20160208,,PASS,,routine
FA0047622,20151007,,PASS,,routine
FA0047636,20151130,,PASS,,routine
FA0047646,20160106,,PASS,,routine
FA0047647,20151123,,PASS,,routine
FA0047751,20151116,,PASS,,routine
FA0047783,20151217,,PASS,,routine
FA0047793,20160122,,PASS,,routine
FA0047872,20160122,,PASS,,routine
FA0048025,20151124,,PASS,,routine
FA0048037,20151222,,PASS,,routine
FA0048047,20160126,,PASS,,routine
FA0048073,20160119,,PASS,,routine
FA0048109,20151113,,PASS,,routine
FA0048110,20151203,,PASS,,routine
FA0048116,20151130,,PASS,,routine
FA0048148,20151230,,PASS,,routine
FA0048195,20151026,,PASS,,routine
FA0048257,20160210,,PASS,,routine
FA0048275,20151223,,PASS,,routine
FA0048336,20151230,,PASS,,routine
FA0048427,20151013,,PASS,,routine
FA0048442,20150925,,PASS,,routine
FA0048442,20150925,,PASS,,routine
FA0048496,20150807,,PASS,,routine
FA0048525,20151020,,PASS,,routine
FA0048601,20151030,,PASS,,routine
FA0048663,20160108,,PASS,,routine
FA0048703,20151124,,PASS,,routine
FA0048726,20151208,,PASS,,routine
FA0048753,20151201,,PASS,,routine
FA0048885,20151116,,PASS,,routine
FA0048887,20160126,,PASS,,routine
FA0048906,20151207,,PASS,,routine
FA0048927,20151118,,PASS,,routine
FA0048936,20151230,,PASS,,routine
FA0049061,20151202,,PASS,,routine
FA0049103,20151202,,PASS,,routine
FA0049142,20160121,,PASS,,routine
FA0049243,20151207,,PASS,,routine
FA0049260,20160107,,PASS,,routine
FA0049313,20151130,,PASS,,routine
FA0049325,20150922,,PASS,,routine
FA0049345,20151221,,PASS,,routine
FA0049368,20151110,,PASS,,routine
FA0049374,20150504,,PASS,,routine
FA0049375,20151210,,PASS,,routine
FA0049379,20151123,,PASS,,routine
FA0049463,20151028,,PASS,,routine
FA0049464,20151214,,PASS,,routine
FA0049526,20160125,,PASS,,routine
FA0049526,20160125,,PASS,,routine
FA0049527,20151201,,PASS,,routine
FA0049563,20160106,,PASS,,routine
FA0049573,20151103,,PASS,,routine
FA0049624,20151228,,PASS,,routine
FA0049625,20151030,,PASS,,routine
FA0049642,20150917,,PASS,,routine
FA0049720,20160202,,PASS,,routine
FA0049721,20151001,,PASS,,routine
FA0049731,20160108,,PASS,,routine
FA0049770,20160208,,PASS,,routine
FA0049835,20151211,,PASS,,routine
FA0049889,20151109,,PASS,,routine
FA0049953,20151021,,PASS,,routine
FA0049954,20151112,,PASS,,routine
FA0050017,20151221,,PASS,,routine
FA0050080,20151104,,PASS,,routine
FA0050115,20151119,,PASS,,routine
FA0050145,20151217,,PASS,,routine
FA0050207,20151207,,PASS,,routine
FA0050235,20160115,,PASS,,routine
FA0050329,20151028,,PASS,,routine
FA0050329,20151028,,PASS,,routine
FA0050364,20160205,,PASS,,routine
FA0050368,20151202,,PASS,,routine
FA0050372,20151109,,PASS,,routine
FA0050372,20151230,,PASS,,routine
FA0050443,20160126,,PASS,,routine
